Time,Latitude,Longitude,counts
1746066462.8,37.86971410535406,-122.24514032255185,59.5
1746066464.82,37.86971438499841,-122.24514250508143,61.5
1746066466.83,37.86971416415402,-122.24514411262315,53.0
1746066468.82,37.869703721802566,-122.24512427865105,54.5
1746066470.82,37.869703430133725,-122.24512470071488,60.5
1746066472.8,37.86970294084545,-122.24512555216718,60.5
1746066474.86,37.869678855274536,-122.2452915559654,53.5
1746066476.82,37.86967786738893,-122.24529696942979,54.0
1746066478.82,37.86967698305863,-122.24530087093004,47.5
1746066480.82,37.86969876542798,-122.24535388526336,54.5
1746066482.8,37.86969966748065,-122.24535543259512,54.5
1746066484.82,37.869700542848705,-122.2453575399829,49.0
1746066486.83,37.869695629686404,-122.24530702610268,54.5
1746066488.82,37.86969613582544,-122.24530860588513,52.0
1746066490.79,37.86969613582544,-122.24530860588513,52.0
1746066492.82,37.86969175520158,-122.24521068110538,62.0
1746066494.82,37.86969175520158,-122.24521068110538,55.5
1746066496.83,37.86969175520158,-122.24521068110538,50.5
1746066498.82,37.86969175520158,-122.24521068110538,47.0
1746066500.8,37.86968999614998,-122.24519743732866,47.0
1746066502.82,37.869685738607515,-122.24519930117556,42.0
1746066504.82,37.869685738607515,-122.24519930117556,37.0
1746066506.82,37.86965371193708,-122.24522877944109,49.5
1746066508.82,37.86965371193708,-122.24522877944109,45.0
1746066510.8,37.869653503992986,-122.24522875172279,45.0
1746066512.82,37.86964975185993,-122.24524213377889,47.0
1746066514.82,37.8695030235793,-122.24519296277535,50.5
1746066516.82,37.8695030235793,-122.24519296277535,49.0
1746066518.8,37.8695030235793,-122.24519296277535,49.0
1746066520.83,37.869466652630486,-122.24542080878463,51.5
1746066522.82,37.869465277287816,-122.24542687661314,41.0
1746066524.82,37.86946525054409,-122.24542735419922,45.5
1746066526.82,37.86946480764544,-122.24543526334318,43.0
1746066528.8,37.869505827735054,-122.24535175014216,43.0
1746066530.82,37.86950838994944,-122.24539948410518,46.5
1746066532.82,37.869510600544864,-122.24540727376163,47.0
1746066534.82,37.869502736885146,-122.24548793505859,38.0
1746066536.82,37.869503179453645,-122.24549958332308,46.5
1746066538.8,37.86950523708016,-122.24551375180926,46.5
1746066540.82,37.86954402402461,-122.24566253626622,40.0
1746066542.82,37.869544846798746,-122.24567139650632,33.5
1746066544.82,37.86954722248127,-122.24568486251567,39.0
1746066546.8,37.86954270616657,-122.24577166508809,39.0
1746066548.82,37.86954251631585,-122.24577722352988,50.5
1746066550.82,37.86954386899042,-122.24578811062372,46.5
1746066552.82,37.869498424766434,-122.24584482979927,44.5
1746066554.82,37.86949560561416,-122.24584789166924,51.0
1746066556.8,37.86949076294959,-122.24585389185951,51.0
1746066558.82,37.86951050843153,-122.24586063148243,44.0
1746066560.83,37.86951050163972,-122.24586187555434,51.5
1746066562.82,37.86951203127283,-122.24586248122587,49.5
